customer_id,recency,frequency,monetary,first_order,last_order,reference_date,r_score,f_score,m_score,rfm_score,segment,recommended_action
CUST002335,116.0,4,137.06,2025-07-30,2026-05-07,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002336,657.0,1,74.15,2024-11-12,2024-11-12,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002337,633.0,1,235.82,2024-12-06,2024-12-06,2026-08-31,1,1,4,6,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002338,150.0,4,189.37,2025-10-06,2026-04-03,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002339,211.0,1,67.49,2026-02-01,2026-02-01,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002340,81.0,13,941.2,2024-10-03,2026-06-11,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002341,91.0,9,650.12,2024-11-03,2026-06-01,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002342,78.0,9,685.09,2025-04-16,2026-06-14,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002343,218.0,1,29.58,2026-01-25,2026-01-25,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002344,134.0,3,128.16,2026-02-12,2026-04-19,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002345,312.0,1,26.29,2025-10-23,2025-10-23,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002346,12.0,10,555.79,2025-01-01,2026-08-19,2026-08-31,5,5,4,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002347,397.0,1,35.56,2025-07-30,2025-07-30,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002348,354.0,1,53.17,2025-09-11,2025-09-11,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002349,71.0,9,674.09,2025-06-27,2026-06-21,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002350,46.0,12,1559.74,2024-09-25,2026-07-16,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002351,24.0,15,2492.94,2024-10-04,2026-08-07,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002352,438.0,2,51.519999999999996,2025-03-30,2025-06-19,2026-08-31,2,2,2,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002353,221.0,4,238.13,2025-06-10,2026-01-22,2026-08-31,2,3,4,9,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST002354,388.0,1,53.1,2025-08-08,2025-08-08,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002355,141.0,4,202.19,2025-09-01,2026-04-12,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002356,381.0,1,20.42,2025-08-15,2025-08-15,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002357,159.0,2,201.22,2026-02-09,2026-03-25,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002358,67.0,1,17.91,2026-06-25,2026-06-25,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST002359,36.0,7,5858.76,2025-07-30,2026-07-26,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002360,16.0,12,1020.92,2024-11-29,2026-08-15,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002361,505.0,3,102.13999999999999,2024-12-18,2025-04-13,2026-08-31,1,3,2,6,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST002362,4.0,11,2059.62,2024-09-22,2026-08-27,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002363,47.0,5,197.96,2025-12-18,2026-07-15,2026-08-31,4,4,3,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST002364,311.0,1,19.05,2025-10-24,2025-10-24,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002365,309.0,1,14.62,2025-10-26,2025-10-26,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002366,,0,0.0,,,2026-08-31,,,,,No Purchase History,Investigate: no purchase history -- confirm signup funnel / re-engage with welcome offer.
CUST002367,214.0,2,146.86,2025-11-23,2026-01-29,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002368,81.0,5,238.86,2025-10-08,2026-06-11,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002369,70.0,4,218.74,2026-01-22,2026-06-22,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002370,47.0,1,67.46,2026-07-15,2026-07-15,2026-08-31,4,1,2,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST002371,148.0,6,241.76000000000002,2025-08-05,2026-04-05,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST002372,163.0,4,141.04,2025-08-13,2026-03-21,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002373,35.0,6,486.36,2026-01-27,2026-07-27,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002374,55.0,3,148.31,2026-04-05,2026-07-07,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002375,170.0,3,221.04,2026-01-10,2026-03-14,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002376,56.0,13,931.5600000000001,2024-10-15,2026-07-06,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002377,603.0,2,145.99,2024-11-28,2025-01-05,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002378,250.0,1,41.63,2025-12-24,2025-12-24,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002379,16.0,7,361.78000000000003,2025-06-23,2026-08-15,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002380,564.0,1,58.0,2025-02-13,2025-02-13,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002381,655.0,1,66.34,2024-11-14,2024-11-14,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002382,139.0,4,266.02,2025-12-11,2026-04-14,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002383,56.0,13,746.94,2024-10-01,2026-07-06,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002384,19.0,12,1280.61,2024-09-02,2026-08-12,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002385,25.0,11,1348.28,2024-09-07,2026-08-06,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002386,482.0,4,107.5,2025-01-28,2025-05-06,2026-08-31,1,3,2,6,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST002387,1.0,12,8576.04,2024-11-15,2026-08-30,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002388,20.0,11,1394.5,2024-09-13,2026-08-11,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002389,590.0,1,21.44,2025-01-18,2025-01-18,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002390,20.0,10,867.27,2025-02-04,2026-08-11,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002391,570.0,1,28.75,2025-02-07,2025-02-07,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002392,486.0,1,20.99,2025-05-02,2025-05-02,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002393,238.0,6,256.14,2025-05-17,2026-01-05,2026-08-31,2,4,4,10,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST002394,8.0,14,2490.31,2024-09-13,2026-08-23,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002395,26.0,1,89.8,2026-08-05,2026-08-05,2026-08-31,5,1,2,8,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST002396,16.0,8,6215.21,2025-06-13,2026-08-15,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002397,187.0,2,40.54,2026-02-19,2026-02-25,2026-08-31,3,2,1,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002398,49.0,11,1112.96,2024-09-21,2026-07-13,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002399,83.0,10,591.74,2025-01-14,2026-06-09,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002400,175.0,1,49.7,2026-03-09,2026-03-09,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002401,591.0,1,13.01,2025-01-17,2025-01-17,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002402,390.0,1,17.05,2025-08-06,2025-08-06,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002403,466.0,2,124.32,2025-03-14,2025-05-22,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002404,467.0,2,130.58,2025-03-23,2025-05-21,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002405,686.0,1,56.15,2024-10-14,2024-10-14,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002406,72.0,3,256.13,2026-03-21,2026-06-20,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002407,63.0,1,14.08,2026-06-29,2026-06-29,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST002408,88.0,3,88.35,2025-12-28,2026-06-04,2026-08-31,4,3,2,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002409,198.0,5,211.41,2025-07-12,2026-02-14,2026-08-31,3,4,3,10,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST002410,510.0,3,126.68,2024-10-29,2025-04-08,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST002411,545.0,1,39.82,2025-03-04,2025-03-04,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002412,25.0,5,1978.26,2025-12-14,2026-08-06,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002413,84.0,3,196.57,2026-02-09,2026-06-08,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002414,650.0,1,26.92,2024-11-19,2024-11-19,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002415,82.0,2,22.29,2026-02-23,2026-06-10,2026-08-31,4,2,1,7,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002416,80.0,10,654.52,2024-09-27,2026-06-12,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002417,161.0,4,207.82999999999998,2025-08-03,2026-03-23,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002418,26.0,1,27.87,2026-08-05,2026-08-05,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST002419,42.0,13,1378.1,2024-10-06,2026-07-20,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002420,336.0,2,31.5,2025-09-20,2025-09-29,2026-08-31,2,2,1,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002421,79.0,10,1089.8899999999999,2024-11-29,2026-06-13,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002422,71.0,9,600.65,2024-09-16,2026-06-21,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002423,667.0,1,11.56,2024-11-02,2024-11-02,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002424,19.0,7,562.93,2024-11-25,2026-08-12,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002425,349.0,4,111.4,2025-03-26,2025-09-16,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST002426,613.0,1,97.75,2024-12-26,2024-12-26,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002427,91.0,11,949.76,2024-09-16,2026-06-01,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002428,345.0,1,93.95,2025-09-20,2025-09-20,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002429,73.0,1,14.61,2026-06-19,2026-06-19,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST002430,565.0,2,113.36,2025-01-24,2025-02-12,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002431,681.0,1,7.02,2024-10-19,2024-10-19,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002432,488.0,1,62.03,2025-04-30,2025-04-30,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002433,212.0,1,4.87,2026-01-31,2026-01-31,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002434,61.0,3,95.61,2026-03-27,2026-07-01,2026-08-31,4,3,2,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002435,590.0,1,31.18,2025-01-18,2025-01-18,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002436,21.0,7,5217.54,2025-05-28,2026-08-10,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002437,251.0,1,8.53,2025-12-23,2025-12-23,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002438,430.0,1,56.47,2025-06-27,2025-06-27,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002439,104.0,2,69.37,2026-03-30,2026-05-19,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002440,613.0,1,15.83,2024-12-26,2024-12-26,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002441,1.0,13,7738.28,2024-11-13,2026-08-30,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002442,180.0,9,581.88,2024-10-09,2026-03-04,2026-08-31,3,5,4,12,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST002443,78.0,3,130.47,2026-02-18,2026-06-14,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002444,701.0,1,63.41,2024-09-29,2024-09-29,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002445,220.0,4,319.35,2025-05-23,2026-01-23,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002446,176.0,1,52.29,2026-03-08,2026-03-08,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002447,33.0,13,2189.29,2024-09-24,2026-07-29,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002448,83.0,3,115.34,2026-01-30,2026-06-09,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002449,478.0,1,50.54,2025-05-10,2025-05-10,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002450,236.0,1,28.98,2026-01-07,2026-01-07,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002451,548.0,1,87.74,2025-03-01,2025-03-01,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002452,295.0,1,29.19,2025-11-09,2025-11-09,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002453,643.0,1,35.1,2024-11-26,2024-11-26,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002454,649.0,1,27.52,2024-11-20,2024-11-20,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002455,636.0,1,13.02,2024-12-03,2024-12-03,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002456,628.0,1,37.8,2024-12-11,2024-12-11,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002457,228.0,1,118.21,2026-01-15,2026-01-15,2026-08-31,2,1,3,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002458,50.0,10,816.66,2025-02-19,2026-07-12,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002459,130.0,4,262.23,2025-12-30,2026-04-23,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002460,640.0,1,55.21,2024-11-29,2024-11-29,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002461,595.0,3,203.06,2024-09-03,2025-01-13,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST002462,446.0,1,78.92,2025-06-11,2025-06-11,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002463,86.0,10,1104.75,2024-10-22,2026-06-06,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002464,563.0,1,26.46,2025-02-14,2025-02-14,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002465,211.0,4,226.17000000000002,2025-06-22,2026-02-01,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002466,215.0,1,59.99,2026-01-28,2026-01-28,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002467,604.0,2,160.53,2024-11-23,2025-01-04,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002468,609.0,1,22.42,2024-12-30,2024-12-30,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002469,45.0,1,44.78,2026-07-17,2026-07-17,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST002470,49.0,4,230.52,2025-12-06,2026-07-13,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002471,222.0,4,138.99,2025-09-03,2026-01-21,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST002472,382.0,1,29.71,2025-08-14,2025-08-14,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002473,659.0,1,81.11,2024-11-10,2024-11-10,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002474,490.0,1,28.29,2025-04-28,2025-04-28,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002475,176.0,5,316.59,2025-05-21,2026-03-08,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST002476,28.0,10,1585.45,2024-12-12,2026-08-03,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002477,74.0,9,746.5,2024-10-19,2026-06-18,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002478,50.0,12,1121.68,2024-09-19,2026-07-12,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002479,221.0,4,262.53,2025-09-19,2026-01-22,2026-08-31,2,3,4,9,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST002480,603.0,3,65.83,2024-10-08,2025-01-05,2026-08-31,1,3,2,6,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST002481,594.0,1,24.03,2025-01-14,2025-01-14,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002482,121.0,3,121.35,2025-12-17,2026-05-02,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST002483,31.0,11,823.19,2024-09-08,2026-07-31,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002484,103.0,4,514.7,2025-08-21,2026-05-20,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002485,696.0,1,52.13,2024-10-04,2024-10-04,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002486,84.0,6,358.92,2026-01-21,2026-06-08,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002487,370.0,2,74.43,2025-07-12,2025-08-26,2026-08-31,2,2,2,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002488,681.0,1,27.79,2024-10-19,2024-10-19,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002489,46.0,11,913.41,2024-09-16,2026-07-16,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002490,284.0,1,91.82,2025-11-20,2025-11-20,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002491,44.0,7,5797.04,2025-10-23,2026-07-18,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002492,128.0,2,178.74,2026-03-24,2026-04-25,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002493,36.0,10,1437.34,2024-11-01,2026-07-26,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002494,653.0,1,68.35,2024-11-16,2024-11-16,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002495,315.0,3,159.9,2025-07-04,2025-10-20,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST002496,75.0,1,72.33,2026-06-17,2026-06-17,2026-08-31,4,1,2,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST002497,172.0,1,34.3,2026-03-12,2026-03-12,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002498,141.0,6,199.68,2025-04-02,2026-04-12,2026-08-31,3,4,3,10,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST002499,586.0,2,35.37,2024-10-21,2025-01-22,2026-08-31,1,2,1,4,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST002500,180.0,6,287.27,2025-03-13,2026-03-04,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST002501,45.0,13,1607.81,2024-11-29,2026-07-17,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002502,20.0,1,26.05,2026-08-11,2026-08-11,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST002503,23.0,12,7726.9,2024-09-16,2026-08-08,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002504,638.0,1,24.51,2024-12-01,2024-12-01,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002505,48.0,6,321.03999999999996,2025-09-15,2026-07-14,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002506,26.0,12,1523.76,2024-10-21,2026-08-05,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002507,301.0,1,60.81,2025-11-03,2025-11-03,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002508,657.0,1,28.73,2024-11-12,2024-11-12,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002509,589.0,1,24.89,2025-01-19,2025-01-19,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST002510,434.0,1,61.94,2025-06-23,2025-06-23,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST002511,178.0,2,167.35000000000002,2026-01-29,2026-03-06,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST002512,185.0,5,320.44,2025-06-15,2026-02-27,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST002513,58.0,13,985.28,2024-10-04,2026-07-04,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002514,9.0,12,1145.91,2024-09-25,2026-08-22,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST002515,95.0,2,94.22999999999999,2026-02-02,2026-05-28,2026-08-31,4,2,2,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002516,556.0,3,279.06,2024-09-10,2025-02-21,2026-08-31,1,3,4,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST002517,164.0,10,1144.54,2024-10-06,2026-03-20,2026-08-31,3,5,5,13,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST002518,92.0,2,118.51,2026-05-15,2026-05-31,2026-08-31,4,2,3,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST002519,686.0,1,13.95,2024-10-14,2024-10-14,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
